ID	source_form	phon_form	notes	source	cognate_class	reliability
178	VURZVAM			DyenDB	171-003	A
182	VURT A			DyenDB	175-200	A
184	BULVAM			DyenDB	177-216	A
185	OTIVAM			DyenDB	178-016	A
187	MIJA			DyenDB	180-203	A
179	EZIK			DyenDB	172-200	A
180	ZUB			DyenDB	173-002	A
181	DURVO			DyenDB	174-206	A
183	DVA			DyenDB	176-002	A
186	TOPUL			DyenDB	179-006	A
188	VODA			DyenDB	181-004	A
189	NIE			DyenDB	182-002	A
190	MOKUR			DyenDB	183-007	A
191	STO			DyenDB	184-003	A
192	KOGA			DyenDB	185-200	A
193	GDE			DyenDB	186-200	A
194	B AL			DyenDB	187-203	A
195	KOJ			DyenDB	188-200	A
196	SIROK			DyenDB	189-005	A
198	V ATUR			DyenDB	191-200	A
199	KRILO			DyenDB	192-003	A
200	IZTRIVAM			DyenDB	193-004	A
201	S			DyenDB	194-200	A
202	ZENA			DyenDB	195-204	A
204	CERVEJ			DyenDB	197-200	A
205	VIE			DyenDB	198-200	A
206	GODINA			DyenDB	199-005	A
207	ZULT			DyenDB	200-200	A
