ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
095	APREL			DyenDB	095-003	A	095-003
096	LYARD			DyenDB	096-008	A	096-008
097	ERKAR			DyenDB	097-204	A	097-204
098	OJIL			DyenDB	098-009	A	098-009
099	MARD			DyenDB	099-203	A	099-209
100	BAZUM, SAT			DyenDB	100-011	A	100-011
101	MIS			DyenDB	101-007	A	101-007
103	MAYR			DyenDB	103-200	A	103-200
104	SAR, LER			DyenDB	104-006	A	104-006
105	BERAN			DyenDB	105-005	A	105-005
106	ANUN			DyenDB	106-003	A	106-003
107	NEL			DyenDB		A	
108	MOTIK			DyenDB	108-007	A	108-007
109	COCRAK			DyenDB	109-203	A	109-203
110	NOR			DyenDB	110-200	A	110-200
111	GISER			DyenDB	111-005	A	111-005
112	K`IT`			DyenDB	112-003	A	112-003
113	OC`			DyenDB	113-004	A	113-004
114	HIN			DyenDB	114-008	A	114-008
115	MEK, MI			DyenDB	115-002	A	115-002
116	URIS, AYL			DyenDB	116-207	A	116-208
117	ANJ			DyenDB	117-008	A	117-008
118	XALAL			DyenDB	118-010	A	118-010
119	K`ASEL			DyenDB	119-008	A	119-008
120	HREL			DyenDB	120-014	A	120-014
121	ANJREW, ANJREWEL			DyenDB	121-008	A	121-008
122	KARMIR			DyenDB	122-202	A	122-202
123	ULI'L			DyenDB		A	
124	AJ			DyenDB		A	
125	GET			DyenDB	125-011	A	125-011
126	CAMPA, CANAPARH, ULI			DyenDB	126-007	A	126-007
127	ARMAT			DyenDB	127-005	A	127-005
128	PARAN, T`OK			DyenDB		A	
129	NEXAC			DyenDB		A	
131	SP`EL, K`OREL			DyenDB	131-012	A	131-012
132	AL			DyenDB	132-002	A	132-002
133	AWAZ			DyenDB	133-010	A	133-010
134	ASEL			DyenDB	134-006	A	134-006
135	CANKREL			DyenDB	135-008	A	135-008
136	COV			DyenDB		A	
137	TESNEL			DyenDB	137-009	A	137-009
138	HATIK			DyenDB		A	
139	KAREL			DyenDB	139-009	A	139-009
140	SUR			DyenDB	140-009	A	140-009
141	KARC			DyenDB	141-012	A	141-012
142	ERGEL			DyenDB	142-008	A	142-008
143	NSTEL			DyenDB	143-004	A	143-004
