ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
001	IUYL, IUYLDAER			DyenDB		A	
002	AEMAE			DyenDB		A	
003	CAERAEGOJ, XAJUAN			DyenDB		A	
004	FAENYK			DyenDB		A	
005	(MAE - AEM)			DyenDB	005-102	C	005-102
006	C"YLDYM, FAESONTAE			DyenDB		A	
007	AEVZAER			DyenDB		A	
008	BAELASY C"AR			DyenDB		A	
009	UMAEN AEMAE			DyenDB	009-100	C	009-100
010	GUYBYN			DyenDB		A	
011	YSTYR			DyenDB	011-203	A	011-203
012	MARG"			DyenDB	012-002	A	012-002
013	XAECYN			DyenDB	013-100	C	013-100
015	TUG			DyenDB		A	
016	DYMYN			DyenDB	016-400	C	016-400
017	YSTAEG			DyenDB	017-200	A	017-200
019	ULAEFYN			DyenDB	019-100	C	019-100
020	SUDZYN			DyenDB	020-206	A	020-206
021	SYVAELLON, SABI			DyenDB	021-101	C	021-101
022	MIG"			DyenDB	022-210	A	022-210
023	UAZAL			DyenDB		A	
024	CAEUYN			DyenDB		A	
025	NYMAJYN			DyenDB		A	
026	LYG KAENYN KAERGYN			DyenDB		A	
027	BON			DyenDB		A	
028	MAELYN, UD ISYN			DyenDB	028-003	A	028-003
029	KWAXYN			DyenDB		A	
030	C"IZI, C"YF			DyenDB	030-100	C	030-100
031	KUYDZ			DyenDB		A	
032	NUAZYN, CYMYN			DyenDB	032-008	A	032-008
033	XUS			DyenDB	033-205	A	033-205
034	K"UYMYX			DyenDB		A	
035	CYREN, TAERK, TAEVD			DyenDB	035-100	C	035-100
036	X"US			DyenDB	036-002	A	036-002
037	SYDZYT			DyenDB		A	
038	XAERYN			DyenDB	038-007	A	038-007
040	CAEST			DyenDB	040-003	A	040-003
041	XAUYN			DyenDB	041-100	C	041-100
042	DARD			DyenDB		A	
043	SOJ, SOJAG			DyenDB		A	
044	FYD			DyenDB	044-209	A	044-210
045	TAERSYN			DyenDB	045-200	A	045-200
046	SIS			DyenDB		A	
047	CYSYL			DyenDB	047-101	C	047-101
048	XYL KAENYN, TOX KAENYN			DyenDB		A	
050	ZYNG, ART, CAEXAER			DyenDB	050-200	A	050-200
051	KAESAG			DyenDB		A	
052	FONDZ			DyenDB	052-002	A	052-002
053	LENK KAENYN			DyenDB		A	
